title,description,size,availability,price
Сейф оружейный Aiko Чирок 1025,"
ВхШхГ, мм: 1000х200х250
Вес, кг: 13
",['1000х200х250'],Есть в наличии,6 380 руб.
Сейф Aiko T-140 KL,"
ВхШхГ, мм: 140х195х140
Вес, кг: 3
",['140х195х140'],Есть в наличии,2 470 руб.
Сейф Valberg КВАРЦИТ 65 МТ,"
ВхШхГ, мм: 655х440х430
Вес, кг: 140
",['655х440х430'],Есть в наличии,31 000 руб.
Сейф Aiko T-170 EL,"
ВхШхГ, мм: 170х260х230
Вес, кг: 3.7
",['170х260х230'],Есть в наличии,3 750 руб.
Сейф оружейный Aiko Чирок 1018 (Воробей),"
ВхШхГ, мм: 1000х263х183
Вес, кг: 9.1
",['1000х263х183'],Есть в наличии,5 230 руб.
Сейф оружейный Aiko Беркут 144,"
ВхШхГ, мм: 1400х430х280
Вес, кг: 45
",['1400х430х280'],Есть в наличии,19 440 руб.
Сейф Aiko TM-63T,"
ВхШхГ, мм: 630х440х355
Вес, кг: 29.8
",['630х440х355'],Есть в наличии,14 890 руб.
Сейф Valberg КАРАТ ASK 20,"
ВхШхГ, мм: 200х260х180
Вес, кг: 21
",['200х260х180'],Есть в наличии,17 660 руб.
Сейф Valberg FRS-30 KL,"
ВхШхГ, мм: 300х405х355
Вес, кг: 28
",['300х405х355'],Есть в наличии,14 810 руб.
Сейф Aiko T-17,"
ВхШхГ, мм: 171х260х230
Вес, кг: 4
",['171х260х230'],Есть в наличии,2 640 руб.
Сейф оружейный Aiko Чирок 1312,"
ВхШхГ, мм: 1330х200х120
Вес, кг: 11.1
",['1330х200х120'],Есть в наличии,5 550 руб.
Сейф Valberg ASM-63 T,"
ВхШхГ, мм: 630х440х355
Вес, кг: 38
",['630х440х355'],Есть в наличии,21 600 руб.
Сейф Aiko T-140 EL,"
ВхШхГ, мм: 140х195х140
Вес, кг: 2.3
",['140х195х140'],Есть в наличии,3 350 руб.
Сейф оружейный Aiko Чирок 1015 (КОЛИБРИ),"
ВхШхГ, мм: 1000х213х153
Вес, кг: 5.9
",['1000х213х153'],Есть в наличии,3 440 руб.
Сейф Aiko TM-120Т,"
ВхШхГ, мм: 1200х440х355
Вес, кг: 52
",['1200х440х355'],Есть в наличии,23 240 руб.
Сейф Valberg КАРАТ ASK 30 EL NEW,"
ВхШхГ, мм: 300х440х380
Вес, кг: 65
",['300х440х380'],Есть в наличии,35 470 руб.
Сейф VALBERG ГРАНИТ III-67 KL,"
ВхШхГ, мм: 670х510х510
Вес, кг: 224
",['670х510х510'],Есть в наличии,74 730 руб.
Сейф оружейный Aiko Чирок 1318,"
ВхШхГ, мм: 1300х263х183
Вес, кг: 11.3
",['1300х263х183'],Есть в наличии,5 640 руб.
Сейф Aiko T-170 KL,"
ВхШхГ, мм: 170х260х230
Вес, кг: 3.7
",['170х260х230'],Есть в наличии,2 640 руб.
Сейф ONIX NTL-40Ms,"
ВхШхГ, мм: 435х435х360
Вес, кг: 26
",['435х435х360'],Есть в наличии,23 610 руб.
Сейф оружейный Aiko Филин 1443,"
ВхШхГ, мм: 1450х380х350
Вес, кг: 64
",['1450х380х350'],Есть в наличии,31 520 руб.
Сейф Armwood 11 EL Lux,"
ВхШхГ, мм: 1790х780х405
Вес, кг: 180
",['1790х780х405'],Есть в наличии,597 090 руб.
Сейф Armwood-95 G Flock,"
ВхШхГ, мм: 1670х510х375
Вес, кг: 94
",['1670х510х375'],Есть в наличии,337 020 руб.
Сейф Aiko TM-46,"
ВхШхГ, мм: 460х440х355
Вес, кг: 21
",['460х440х355'],Есть в наличии,12 440 руб.
Сейф оружейный Valberg САФАРИ EL PRINT,"
ВхШхГ, мм: 1500х450х350
Вес, кг: 88
",['1500х450х350'],Есть в наличии,50 660 руб.
Сейф оружейный ASG/WS14,"
ВхШхГ, мм: 1650х847х450
Вес, кг: 341
",['1650х847х450'],Есть в наличии,254 490 руб.
Сейф мебельный Klesto RS30K,"
ВхШхГ, мм: 300х380х300
Вес, кг: 14
",['300х380х300'],Есть в наличии,13 130 руб.
Сейф встраиваемый ВШ-6,"
ВхШхГ, мм: 200х290х150
Вес, кг: 7
",['200х290х150'],Есть в наличии,7 390 руб.
Сейф Aiko SH-30.EL NEW,"
ВхШхГ, мм: 300х440х370
Вес, кг: 15
",['300х440х370'],Есть в наличии,11 980 руб.
Сейф ONIX LS-20K,"
ВхШхГ, мм: 200х310х200
Вес, кг: 5
",['200х310х200'],Есть в наличии,5 210 руб.
Сейф ОСП-36Т Мех+Кл,"
ВхШхГ, мм: 655х435х380
Вес, кг: 100
",['655х435х380'],Есть в наличии,58 820 руб.
Сейф оружейный Aiko Чирок 1462,"
ВхШхГ, мм: 1400х620х280
Вес, кг: 37.8
",['1400х620х280'],Есть в наличии,14 620 руб.
Сейф оружейный Aiko Беркут 2 EL,"
ВхШхГ, мм: 1330х250х250
Вес, кг: 24.5
",['1330х250х250'],Есть в наличии,11 900 руб.
Сейф оружейный ОШ-103,"
ВхШхГ, мм: 1960х1000х534
Вес, кг: 230
",['1960х1000х534'],Есть в наличии,96 560 руб.
Сейф ОСП-4932,"
ВхШхГ, мм: 320х490х290
Вес, кг: 30
",['320х490х290'],Есть в наличии,34 040 руб.
Сейф Valberg ASM-165T EL (графит),"
ВхШхГ, мм: 1650х600х460
Вес, кг: 157
",['1650х600х460'],Есть в наличии,80 730 руб.
Сейф Valberg КАРАТ ASK 67T EL,"
ВхШхГ, мм: 670х440х380
Вес, кг: 126
",['670х440х380'],Есть в наличии,53 430 руб.
Сейф BM-3101,"
ВхШхГ, мм: 1235х450х400
Вес, кг: 245
",['1235х450х400'],Есть в наличии,123 660 руб.
Сейф Armwood-73d32 EL Flock,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 156
",['1660х780х370'],Есть в наличии,504 120 руб.
Сейф Armwood-95NP EL Flock,"
ВхШхГ, мм: 1640х390х350
Вес, кг: 93
",['1640х390х350'],Есть в наличии,357 680 руб.
Сейф офисный ШБМ-120/2,"
ВхШхГ, мм: 1200х440х365
Вес, кг: 67
",['1200х440х365'],Есть в наличии,28 910 руб.
Сейф взломостойкий СМ-300,"
ВхШхГ, мм: 300х440х400
Вес, кг: 66
",['300х440х400'],Есть в наличии,32 830 руб.
Сейф Valberg ФОРТ 99 KL,"
ВхШхГ, мм: 990х510х510
Вес, кг: 199
",['990х510х510'],Есть в наличии,134 240 руб.
Сейф взломостойкий СМ(3)-65Э,"
ВхШхГ, мм: 675х500х475
Вес, кг: 223
",['675х500х475'],Есть в наличии,81 370 руб.
Сейф ВМ 1001Т,"
ВхШхГ, мм: 455х450х400
Вес, кг: 115
",['455х450х400'],Есть в наличии,60 870 руб.
Сейф оружейный Rhino Metals K5933EX Kodiak®,"
ВхШхГ, мм: 1500х840х610
Вес, кг: 250
",['1500х840х610'],Есть в наличии,434 940 руб.
Сейф Armwood 11 EL Lux Plus,"
ВхШхГ, мм: 1790х780х405
Вес, кг: 180
",['1790х780х405'],Есть в наличии,641 090 руб.
Сейф Valberg КВАРЦИТ 120Т/2,"
ВхШхГ, мм: 1230х440х430
Вес, кг: 285
",['1230х440х430'],Есть в наличии,81 440 руб.
Сейф ONIX LS-30KT,"
ВхШхГ, мм: 300х380х300
Вес, кг: 12
",['300х380х300'],Есть в наличии,9 180 руб.
Сейф Armwood-44 EL Primary,"
ВхШхГ, мм: 1790х640х405
Вес, кг: 141
",['1790х640х405'],Есть в наличии,367 240 руб.
Сейф Valberg FRS-99.T-EL,"
ВхШхГ, мм: 991х565х451
Вес, кг: 145
",['991х565х451'],Есть в наличии,52 400 руб.
Сейф VALBERG ГРАНИТ III-1268 KL,"
ВхШхГ, мм: 1200х680х510
Вес, кг: 441
",['1200х680х510'],Есть в наличии,124 510 руб.
Сейф оружейный Liberty National Security Magnum 25CP2-BC,"
ВхШхГ, мм: 1540х765х710
Вес, кг: 449
",['1540х765х710'],Есть в наличии,3 038 060 руб.
Сейф оружейный Liberty National Security Magnum 25GY2-BC,"
ВхШхГ, мм: 1540х765х710
Вес, кг: 449
",['1540х765х710'],Есть в наличии,3 038 060 руб.
Сейф Armwood-95 G Primary,"
ВхШхГ, мм: 1670х510х375
Вес, кг: 94
",['1670х510х375'],Есть в наличии,277 310 руб.
Сейф Valberg ГРАНИТ 65Т,"
ВхШхГ, мм: 655х440х430
Вес, кг: 159
",['655х440х430'],Есть в наличии,54 730 руб.
Сейф Valberg КВАРЦИТ 46 EL,"
ВхШхГ, мм: 460х440х430
Вес, кг: 113
",['460х440х430'],Есть в наличии,30 860 руб.
Сейф Armwood 340TG Flock,"
ВхШхГ, мм: 597х520х380
",['597х520х380'],Есть в наличии,206 090 руб.
Сейф оружейный Valberg САФАРИ,"
ВхШхГ, мм: 1500х450х350
Вес, кг: 88
",['1500х450х350'],Есть в наличии,43 360 руб.
Оружейный сейф STALKER S4,"
ВхШхГ, мм: 1300х300х200
Вес, кг: 20
",['1300х300х200'],Есть в наличии,10 860 руб.
Сейф Fort Knox® Defender 4026IVgl Pi,"
ВхШхГ, мм: 1025х675х564
Вес, кг: 231
",['1025х675х564'],Нет в наличии,По запросу
Сейф Valberg КВАРЦИТ 75 МТ,"
ВхШхГ, мм: 745х440х430
Вес, кг: 152
",['745х440х430'],Есть в наличии,36 550 руб.
Сейф оружейный ОШ-63П,"
ВхШхГ, мм: 1500х680х250
Вес, кг: 97
",['1500х680х250'],Есть в наличии,40 250 руб.
Сейф Valberg КВАРЦИТ 90Т,"
ВхШхГ, мм: 930х440х430
Вес, кг: 195
",['930х440х430'],Есть в наличии,44 290 руб.
Сейф КМ-260,"
ВхШхГ, мм: 260х360х290
Вес, кг: 13
",['260х360х290'],Есть в наличии,11 610 руб.
Сейф MDTB-VEGA 39.E,"
ВхШхГ, мм: 398х470х235
Вес, кг: 39
",['398х470х235'],Есть в наличии,106 000 руб.
Встраиваемый сейф ШМ-9,"
ВхШхГ, мм: 114х200х300
Вес, кг: 7
",['114х200х300'],Есть в наличии,5 150 руб.
Сейф ONIX LS-30,"
ВхШхГ, мм: 300х380х300
Вес, кг: 12
",['300х380х300'],Есть в наличии,11 170 руб.
Сейф оружейный Aiko TT-23 EL,"
ВхШхГ, мм: 230х300х250
Вес, кг: 6.6
",['230х300х250'],Есть в наличии,5 910 руб.
Сейф оружейный Aiko Беркут 150 EL,"
ВхШхГ, мм: 1480х300х300
Вес, кг: 34
",['1480х300х300'],Есть в наличии,16 460 руб.
Сейф оружейный СО-8,"
ВхШхГ, мм: 1700х650х400
Вес, кг: 132
",['1700х650х400'],Есть в наличии,82 830 руб.
Сейф офисный ШБМ-90,"
ВхШхГ, мм: 900х440х365
Вес, кг: 50
",['900х440х365'],Есть в наличии,23 190 руб.
Сейф взломостойкий СМ2-30,"
ВхШхГ, мм: 300х440х440
Вес, кг: 89
",['300х440х440'],Есть в наличии,38 630 руб.
Сейф Aiko TSN.37,"
ВхШхГ, мм: 370х435х360
Вес, кг: 16.8
",['370х435х360'],Есть в наличии,10 640 руб.
Сейф оружейный Valberg ИРБИС 5EL,"
ВхШхГ, мм: 1500х450х350
Вес, кг: 178
",['1500х450х350'],Есть в наличии,86 500 руб.
Сейф оружейный СО-3А,"
ВхШхГ, мм: 1500х250х250
Вес, кг: 57
",['1500х250х250'],Есть в наличии,26 780 руб.
Сейф оружейный Aiko Беркут 150/2,"
ВхШхГ, мм: 1480х300х300
Вес, кг: 34
",['1480х300х300'],Есть в наличии,19 360 руб.
Сейф оружейный Aiko Чирок 1325,"
ВхШхГ, мм: 1330х200х250
Вес, кг: 15.8
",['1330х200х250'],Есть в наличии,7 430 руб.
Сейф Valberg ГАРАНТ ЕВРО 165Т,"
ВхШхГ, мм: 1652х701х580
Вес, кг: 490
",['1652х701х580'],Есть в наличии,216 810 руб.
Сейф офисный ШБМ-46,"
ВхШхГ, мм: 460х440х365
Вес, кг: 27
",['460х440х365'],Есть в наличии,14 400 руб.
Сейф MDTB ES-30.Е,"
ВхШхГ, мм: 300х440х354
Вес, кг: 27
",['300х440х354'],Есть в наличии,57 000 руб.
Сейф Armwood 757d32 G Primary,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 158
",['1660х780х370'],Есть в наличии,377 870 руб.
Сейф Armwood-95 EL DS2 Flock,"
ВхШхГ, мм: 1670х510х375
Вес, кг: 94
",['1670х510х375'],Есть в наличии,323 650 руб.
Сейф ВМ-010,"
ВхШхГ, мм: 655х450х400
Вес, кг: 140
",['655х450х400'],Есть в наличии,70 520 руб.
Сейф оружейный Aiko Беркут 142,"
ВхШхГ, мм: 1400х360х280
Вес, кг: 41
",['1400х360х280'],Есть в наличии,17 970 руб.
Сейф Armwood-70 G Primary,"
ВхШхГ, мм: 1670х510х375
Вес, кг: 94
",['1670х510х375'],Есть в наличии,271 430 руб.
Сейф Armwood-95NP EL Primary,"
ВхШхГ, мм: 1640х390х350
Вес, кг: 93
",['1640х390х350'],Есть в наличии,298 060 руб.
Сейф Armwood-95NP G Primary,"
ВхШхГ, мм: 1640х390х350
Вес, кг: 93
",['1640х390х350'],Есть в наличии,252 970 руб.
Сейф Valberg ГАРАНТ ЕВРО 120Т EL,"
ВхШхГ, мм: 1200х701х580
Вес, кг: 350
",['1200х701х580'],Есть в наличии,164 250 руб.
Сейф оружейный ОШ-2СЭ,"
ВхШхГ, мм: 1150х350х250
Вес, кг: 40
",['1150х350х250'],Есть в наличии,19 370 руб.
Сейф оружейный ОШ-1,"
ВхШхГ, мм: 1240х220х220
Вес, кг: 28
",['1240х220х220'],Есть в наличии,13 280 руб.
Сейф Aiko TSN.50 EL,"
ВхШхГ, мм: 500х435х381
Вес, кг: 20.7
",['500х435х381'],Есть в наличии,13 520 руб.
Сейф Fort Knox® Maverick 4024JBgl P,"
ВхШхГ, мм: 1025х610х524
Вес, кг: 184
",['1025х610х524'],Нет в наличии,По запросу
Сейф Valberg FRS-173.T-CL,"
ВхШхГ, мм: 1653х711х581
Вес, кг: 370
",['1653х711х581'],Есть в наличии,165 480 руб.
Сейф встраиваемый ВШ-12,"
ВхШхГ, мм: 340х520х195
Вес, кг: 19
",['340х520х195'],Есть в наличии,11 530 руб.
Сейф Valberg КВАРЦИТ 25,"
ВхШхГ, мм: 250х375х360
Вес, кг: 57
",['250х375х360'],Есть в наличии,20 120 руб.
Сейф мебельный Klesto 56E,"
ВхШхГ, мм: 560х380х360
Вес, кг: 21
",['560х380х360'],Есть в наличии,13 570 руб.
Сейф Valberg FRS-140.T-CL,"
ВхШхГ, мм: 1336х711х581
Вес, кг: 310
",['1336х711х581'],Есть в наличии,146 060 руб.
Сейф MDTB EK-67.E,"
ВхШхГ, мм: 670х440х380
Вес, кг: 123
",['670х440х380'],Есть в наличии,128 900 руб.
Сейф оружейный Aiko Филин-32,"
ВхШхГ, мм: 1400х360х320
Вес, кг: 64
",['1400х360х320'],Есть в наличии,28 350 руб.
Сейф оружейный СО-2А,"
ВхШхГ, мм: 1400х350х250
Вес, кг: 65
",['1400х350х250'],Есть в наличии,30 490 руб.
Сейф оружейный Aiko Беркут 3 PRINT,"
ВхШхГ, мм: 1500х250х250
Вес, кг: 27
",['1500х250х250'],Есть в наличии,18 500 руб.
Сейф Valberg КАРАТ ASK 90T EL Д,"
ВхШхГ, мм: 1060х530х435
Вес, кг: 161
",['1060х530х435'],Есть в наличии,291 700 руб.
Сейф оружейный ОШ-18 «Кедр»,"
ВхШхГ, мм: 1400х670х350
Вес, кг: 120
",['1400х670х350'],Есть в наличии,45 440 руб.
Сейф взломостойкий СМ-90,"
ВхШхГ, мм: 900х440х440
Вес, кг: 202
",['900х440х440'],Есть в наличии,50 940 руб.
Сейф взломостойкий СМ2-65,"
ВхШхГ, мм: 650х440х440
Вес, кг: 165
",['650х440х440'],Есть в наличии,60 280 руб.
Сейф Valberg КАРАТ ASK 25 EL,"
ВхШхГ, мм: 250х360х310
Вес, кг: 44
",['250х360х310'],Есть в наличии,26 860 руб.
Сейф оружейный Aiko Беркут 165/2,"
ВхШхГ, мм: 1630х300х300
Вес, кг: 37
",['1630х300х300'],Есть в наличии,21 550 руб.
Сейф оружейный Liberty Colonial 23BKT-CH,"
ВхШхГ, мм: 1540х762х640
Вес, кг: 257
",['1540х762х640'],Есть в наличии,824 990 руб.
Сейф Armwood-44G Flock Plus Patina,"
ВхШхГ, мм: 1790х640х405
Вес, кг: 141
",['1790х640х405'],Есть в наличии,503 770 руб.
Сейф КЗ-223 Т,"
ВхШхГ, мм: 1210х450х395
Вес, кг: 205
",['1210х450х395'],Есть в наличии,54 750 руб.
Сейф Aiko TM-120T EL,"
ВхШхГ, мм: 1200х440х355
Вес, кг: 50
",['1200х440х355'],Есть в наличии,24 320 руб.
Сейф оружейный Liberty Centurion 12BKT EL,"
ВхШхГ, мм: 1505х460х450
Вес, кг: 112
",['1505х460х450'],Есть в наличии,326 520 руб.
Сейф Armwood 757d32 EL Flock Plus,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 158
",['1660х780х370'],Есть в наличии,609 300 руб.
Сейф Armwood 757d32 EL Lux,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 158
",['1660х780х370'],Есть в наличии,446 360 руб.
Сейф Valberg АЛМАЗ 1668 KL,"
ВхШхГ, мм: 1660х680х510
Вес, кг: 520
",['1660х680х510'],Есть в наличии,423 320 руб.
Сейф оружейный СО-4,"
ВхШхГ, мм: 1500х400х250
Вес, кг: 74
",['1500х400х250'],Есть в наличии,46 030 руб.
Сейф оружейный Valberg ИРБИС 5,"
ВхШхГ, мм: 1500х450х350
Вес, кг: 178
",['1500х450х350'],Есть в наличии,82 850 руб.
Сейф Armwood-70 G Flock,"
ВхШхГ, мм: 1670х510х375
Вес, кг: 94
",['1670х510х375'],Есть в наличии,340 500 руб.
Сейф ОСП-46Т,"
ВхШхГ, мм: 825х435х380
Вес, кг: 130
",['825х435х380'],Есть в наличии,71 630 руб.
Сейф MDTB Burgas-1368 2K,"
ВхШхГ, мм: 1320х680х680
Вес, кг: 1025
",['1320х680х680'],Есть в наличии,734 000 руб.
Сейф взломостойкий СМ(3)-65,"
ВхШхГ, мм: 675х500х475
Вес, кг: 223
",['675х500х475'],Есть в наличии,76 420 руб.
Сейф встраиваемый ВШ-11,"
ВхШхГ, мм: 300х450х195
Вес, кг: 16
",['300х450х195'],Есть в наличии,10 300 руб.
Сейф Aiko T-280 KL,"
ВхШхГ, мм: 280х350х300
Вес, кг: 8.3
",['280х350х300'],Есть в наличии,4 350 руб.
Сейф ПК - 53,"
ВхШхГ, мм: 360х450х395
",['360х450х395'],Есть в наличии,28 910 руб.
Сейф оружейный Valberg ЗАСЛОН,"
ВхШхГ, мм: 1404х400х300
Вес, кг: 76
",['1404х400х300'],Есть в наличии,39 930 руб.
Сейф оружейный Valberg САФАРИ EL,"
ВхШхГ, мм: 1500х450х350
Вес, кг: 88
",['1500х450х350'],Есть в наличии,47 010 руб.
Сейф оружейный Valberg ЗАСЛОН EL Д,"
ВхШхГ, мм: 1472х492х332
Вес, кг: 116
",['1472х492х332'],Есть в наличии,278 490 руб.
Сейф мебельный Klesto RS25K,"
ВхШхГ, мм: 250х350х280
Вес, кг: 11
",['250х350х280'],Есть в наличии,10 650 руб.
Сейф оружейный Aiko TT-170 EL,"
ВхШхГ, мм: 170х260х230
Вес, кг: 3.7
",['170х260х230'],Есть в наличии,4 110 руб.
Сейф MDTB ES-90Т.Е,"
ВхШхГ, мм: 900х440х354
Вес, кг: 60
",['900х440х354'],Есть в наличии,83 000 руб.
Сейф Armwood 11 G Lux Plus,"
ВхШхГ, мм: 1790х780х405
Вес, кг: 180
",['1790х780х405'],Есть в наличии,613 150 руб.
Сейф офисный ШБМ-46МК,"
ВхШхГ, мм: 460х440х365
Вес, кг: 27
",['460х440х365'],Есть в наличии,18 670 руб.
Сейф Aiko T-200 EL,"
ВхШхГ, мм: 200х310х200
Вес, кг: 4.5
",['200х310х200'],Есть в наличии,4 430 руб.
Сейф Armwood 757d32 G Lux Plus,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 158
",['1660х780х370'],Есть в наличии,446 560 руб.
Сейф Armwood 12 EL Flock,"
ВхШхГ, мм: 1790х780х405
Вес, кг: 180
",['1790х780х405'],Есть в наличии,849 470 руб.
Сейф Valberg ФОРТ 1668 EL,"
ВхШхГ, мм: 1660х680х510
Вес, кг: 400
",['1660х680х510'],Есть в наличии,243 740 руб.
Сейф Valberg ГРАНИТ 46 EL,"
ВхШхГ, мм: 460х440х430
Вес, кг: 118
",['460х440х430'],Есть в наличии,47 060 руб.
Сейф оружейный ASG/WS3,"
ВхШхГ, мм: 1345х310х375
Вес, кг: 110
",['1345х310х375'],Есть в наличии,116 590 руб.
Сейф Armwood-44 EL Flock Plus,"
ВхШхГ, мм: 1790х640х405
Вес, кг: 141
",['1790х640х405'],Есть в наличии,518 830 руб.
Сейф оружейный Aiko Беркут 165,"
ВхШхГ, мм: 1630х300х300
Вес, кг: 35
",['1630х300х300'],Есть в наличии,19 530 руб.
Сейф Armwood-44 G Primary,"
ВхШхГ, мм: 1790х640х405
Вес, кг: 140
",['1790х640х405'],Есть в наличии,316 530 руб.
Сейф Valberg ASM-165T (графит),"
ВхШхГ, мм: 1650х600х460
Вес, кг: 157
",['1650х600х460'],Есть в наличии,77 080 руб.
Сейф Valberg Рубеж 1668 EL,"
ВхШхГ, мм: 1660х680х510
Вес, кг: 520
",['1660х680х510'],Есть в наличии,334 990 руб.
Сейф оружейный Aiko Беркут 150,"
ВхШхГ, мм: 1480х300х300
Вес, кг: 34
",['1480х300х300'],Есть в наличии,15 350 руб.
Сейф ONIX NTL-62MEs,"
ВхШхГ, мм: 652х435х360
Вес, кг: 44
",['652х435х360'],Есть в наличии,43 450 руб.
Сейф оружейный ОШ-23,"
ВхШхГ, мм: 1400х350х250
Вес, кг: 55
",['1400х350х250'],Есть в наличии,23 050 руб.
Сейф оружейный Liberty Lincoln 25BZG-BC,"
ВхШхГ, мм: 1540х762х715
Вес, кг: 331
",['1540х762х715'],Есть в наличии,1 705 990 руб.
Сейф Valberg FRS-51 KL,"
ВхШхГ, мм: 490х430х430
Вес, кг: 50
",['490х430х430'],Есть в наличии,20 140 руб.
Сейф Valberg КАРАТ ASK 90T,"
ВхШхГ, мм: 900х440х380
Вес, кг: 154
",['900х440х380'],Есть в наличии,75 040 руб.
Сейф VALBERG ГРАНИТ III-1368 KL,"
ВхШхГ, мм: 1320х680х510
Вес, кг: 502
",['1320х680х510'],Есть в наличии,135 460 руб.
Сейф MDTB Banker-M 1055 2K,"
ВхШхГ, мм: 1010х550х520
Вес, кг: 455
",['1010х550х520'],Есть в наличии,457 000 руб.
Сейф Aiko TM-30 EL,"
ВхШхГ, мм: 300х440х355
Вес, кг: 16
",['300х440х355'],Есть в наличии,11 000 руб.
Оружейный сейф STALKER S10,"
ВхШхГ, мм: 1400х450х280
Вес, кг: 34
",['1400х450х280'],Есть в наличии,17 790 руб.
Сейф оружейный ASG/WS6 EL,"
ВхШхГ, мм: 1650х460х450
Вес, кг: 219
",['1650х460х450'],Есть в наличии,210 790 руб.
Сейф гостиничный KlestO Hotel Safe 200/350E,"
ВхШхГ, мм: 200х350х200
Вес, кг: 7
",['200х350х200'],Есть в наличии,13 950 руб.
Сейф мебельный Klesto 30TK,"
ВхШхГ, мм: 300х380х300
Вес, кг: 7.5
",['300х380х300'],Есть в наличии,8 780 руб.
Сейф Valberg ФОРТ 1668 KL,"
ВхШхГ, мм: 1660х680х510
Вес, кг: 400
",['1660х680х510'],Есть в наличии,243 740 руб.
Сейф термостат Valberg TS-3/12 мод. ASK-30,"
ВхШхГ, мм: 410х440х380
Вес, кг: 74
",['410х440х380'],Есть в наличии,210 720 руб.
Сейф Armwood 757d32 EL Primary,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 158
",['1660х780х370'],Есть в наличии,423 670 руб.
Сейф офисный ШБМ-65,"
ВхШхГ, мм: 650х440х365
Вес, кг: 39
",['650х440х365'],Есть в наличии,17 910 руб.
Сейф взломостойкий СМ-65,"
ВхШхГ, мм: 650х440х440
Вес, кг: 154
",['650х440х440'],Есть в наличии,44 070 руб.
Сейф оружейный Valberg САПСАН-4 EL,"
ВхШхГ, мм: 1650х600х460
Вес, кг: 165
",['1650х600х460'],Есть в наличии,67 410 руб.
Сейф оружейный ОШ-130-ПУ,"
ВхШхГ, мм: 2000х1000х500
Вес, кг: 239
",['2000х1000х500'],Есть в наличии,124 930 руб.
Сейф Valberg ГРАНИТ 65Т EL,"
ВхШхГ, мм: 655х440х430
Вес, кг: 159
",['655х440х430'],Есть в наличии,58 380 руб.
Сейф Valberg ГРАНИТ 120Т/2 EL,"
ВхШхГ, мм: 1230х440х430
Вес, кг: 262
",['1230х440х430'],Есть в наличии,111 520 руб.
Сейф взломостойкий СМ-120,"
ВхШхГ, мм: 1200х440х440
Вес, кг: 262
",['1200х440х440'],Есть в наличии,64 520 руб.
Оружейный Сейф КО - 035Т,"
ВхШхГ, мм: 1250х250х280
Вес, кг: 25
",['1250х250х280'],Есть в наличии,15 220 руб.
Сейф оружейный ОШ-10 «Сайга»,"
ВхШхГ, мм: 1400х670х350
Вес, кг: 102
",['1400х670х350'],Есть в наличии,40 170 руб.
Сейф Valberg FRS-73.T-KL,"
ВхШхГ, мм: 732х485х430
Вес, кг: 86
",['732х485х430'],Есть в наличии,36 200 руб.
Сейф Aiko SH-20.EL NEW,"
ВхШхГ, мм: 200х430х415
Вес, кг: 13.2
",['200х430х415'],Есть в наличии,8 910 руб.
Сейф мебельный Klesto 20K,"
ВхШхГ, мм: 200х300х200
Вес, кг: 4.5
",['200х300х200'],Есть в наличии,5 010 руб.
Сейф с биометрическим замком Klesto RS bio-25,"
ВхШхГ, мм: 250х350х280
Вес, кг: 12
",['250х350х280'],Есть в наличии,19 660 руб.
Сейф оружейный ОШ-40ПУ,"
ВхШхГ, мм: 1700х450х360
Вес, кг: 97
",['1700х450х360'],Есть в наличии,38 930 руб.
Сейф оружейный Aiko TT-170,"
ВхШхГ, мм: 170х260х230
Вес, кг: 3.7
",['170х260х230'],Есть в наличии,2 960 руб.
Сейф Armwood 11 G Lux Plus Patina,"
ВхШхГ, мм: 1790х780х405
Вес, кг: 180
",['1790х780х405'],Есть в наличии,646 800 руб.
Сейф Armwood-44 EL Flock,"
ВхШхГ, мм: 1790х640х405
Вес, кг: 141
",['1790х640х405'],Есть в наличии,452 100 руб.
Сейф Valberg FRS-73.T-EL,"
ВхШхГ, мм: 732х485х430
Вес, кг: 86
",['732х485х430'],Есть в наличии,37 660 руб.
Сейф офисный ШБМ-120,"
ВхШхГ, мм: 1200х440х365
Вес, кг: 63
",['1200х440х365'],Есть в наличии,26 000 руб.
Сейф Valberg FRS-51 CL,"
ВхШхГ, мм: 490х430х430
Вес, кг: 50
",['490х430х430'],Есть в наличии,20 500 руб.
Сейф Valberg ASM-120 T,"
ВхШхГ, мм: 1200х550х390
Вес, кг: 93
",['1200х550х390'],Есть в наличии,40 140 руб.
Сейф взломостойкий СМ-900,"
ВхШхГ, мм: 900х440х400
Вес, кг: 156
",['900х440х400'],Есть в наличии,76 630 руб.
Сейф Valberg FRS-73.T-CL,"
ВхШхГ, мм: 732х485х430
Вес, кг: 86
",['732х485х430'],Есть в наличии,36 560 руб.
Сейф Valberg АЛМАЗ 67 KL,"
ВхШхГ, мм: 670х510х510
Вес, кг: 215
",['670х510х510'],Есть в наличии,234 980 руб.
Сейф Valberg ФОРТ 67 EL,"
ВхШхГ, мм: 670х510х510
Вес, кг: 145
",['670х510х510'],Есть в наличии,117 450 руб.
Сейф офисный ШБМ-65МК,"
ВхШхГ, мм: 650х440х365
Вес, кг: 39
",['650х440х365'],Есть в наличии,22 360 руб.
